,OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district,filepath
3142,3265.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3265,Shippensburg Area School District,Cumberland,Cristy Lentz,717-530-2702,RightToKnow@ship.k12.pa.us,cristy.lentz@ship.k12.pa.us,http://www.shipk12.org,"317 North Morris Street , Shippensburg, PA 17257",Local,School District,Cumberland,Shippensburg Boro,Shippensburg Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3265_Shippensburg_Area_School_District.pdf
3143,3266.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3266,South Middleton School District,Cumberland,Matthew I. Ulmer,717-258-6484,miu@smsd.us,,http://www.smsd.us,"4 Forge Road , Boiling Springs, PA 17007",Local,School District,Cumberland,South Middleton Twp,South Middleton School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3266_South_Middleton_School_District.pdf
3144,3267.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3267,Central Dauphin School District,Dauphin,Karen McConnell,717-545-4703,openrecordsofficer@cdschools.org,,http://www.cdschools.org,"600 Rutherford Road , Harrisburg, PA 17109",Local,School District,Dauphin,,CENTRAL DAUPHIN SD,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3267_Central_Dauphin_School_District.pdf
3147,3270.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3270,Derry Township School District,Dauphin,Jason Reifsnyder,717-534-2501,jreifsnyder@hershey.k12.pa.us,,http://www.hershey.k12.pa.us,"30 East Granada Avenue , Hershey, PA 17033",Local,School District,Dauphin,Derry Township,Derry Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3270_Derry_Township_School_District.pdf
3148,3271.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3271,Halifax Area School District,Dauphin,Kendra Whitteker,717-896-3416,recquest@hasd.us,,http://www.hasd.us/halifaxasd/site/default.asp,"3940 Peters Mountain Road , Halifax, PA 17032",Local,School District,Dauphin,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3271_Halifax_Area_School_District.pdf
3149,3272.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3272,Harrisburg School District,Dauphin,Jatoya Drayton,717-703-4000,righttoknowofficer@hbgsd.us,jdrayton@hbgsd.us,http://www.hbgsd.k12.pa.us,"1601 State Street , Harrisburg, PA 17103",Local,School District,Dauphin,Harrisburg City,Harrisburg City School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3272_Harrisburg_School_District.pdf
3151,3274.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3274,Lower Dauphin School District,Dauphin,Carron Wolf,717-566-5334,cwolf@ldsd.org,,http://www.ldsd.org,"291 E Main St , Hummelstown, PA 17036",Local,School District,Dauphin,Hummelstown Boro,Lower Dauphin School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3274_Lower_Dauphin_School_District.pdf
3152,3275.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3275,Middletown Area School District,Dauphin,Eric Graeff,717-948-3300,openrecords@raiderweb.org,,http://www.raiderweb.org,"55 West Water Street , Middletown, PA 17057",Local,School District,Dauphin,Middletown Borough,Middletown Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3275_Middletown_Area_School_District.pdf
3153,3276.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3276,Millersburg Area School District,Dauphin,Shannon Wiest,717-692-2108,wiests@mlbgsd.k12.pa.us,,http://www.mlbgsd.k12.pa.us,"799 Center St , Millersburg, PA 17061",Local,School District,Dauphin,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3276_Millersburg_Area_School_District.pdf
3154,3277.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3277,Steelton-Highspire School District,Dauphin,Travis Waters,717-704-3800,twaters@shsd.k12.pa.us,,http://www.shsd.k12.pa.us/Page/1592,"250 Reynders Avenue , Steelton, PA 17113",Local,School District,Dauphin,Steelton,Steelton-Highspire S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3277_Steelton-Highspire_School_District.pdf
3155,3278.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3278,Susquehanna Township School District,Dauphin,Oslwen Anderson,717-657-5100,oanderson@hannasd.org,,http://www.hannasd.org,"2579 Interstate Drive , Harrisburg, PA 17110",Local,School District,Dauphin,Susquehanna Twp,Susquehanna Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3278_Susquehanna_Township_School_District.pdf
3157,3280.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3280,Upper Dauphin Area School District,Dauphin,Mary Bateman,717-362-6547,batemanm@udasd.org,,http://www.udasd.org,"5668 State Route 209 , Lykens, PA 17048",Local,School District,Dauphin,,Upper Dauphin Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3280_Upper_Dauphin_Area_School_District.pdf
3159,3282.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3282,Chester-Upland School District,Delaware,Christina M. Coleman,610-447-3825,ccoleman@chesteruplandsd.org,,http://www.chesteruplandsd.org,"232 West 9th Street , Chester, PA 19013",Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3282_Chester-Upland_School_District.pdf
3160,3283.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3283,Chichester School District,Delaware,Fred A. Serino,610-485-6881,fserino@chicestersd.org,,http://www.chichestersd.org,"PO Box 2100 , Aston, PA 19014",Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3283_Chichester_School_District.pdf
3162,3285.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3285,Garnet Valley School District,Delaware,Patricia Sharp,610-579-7374,sharpp@garnetvalley.org,,http://www.garnetvalleyschools.com,"80 Station Road , Glen Mills, PA 19342",Local,School District,Delaware,,Garnet Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3285_Garnet_Valley_School_District.pdf
3163,3286.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3286,Haverford Township School District,Delaware,Martha Kew,610-853-5900,rtk@haverfordsd.net,mkew@haverfordsd.net,http://www.haverford.k12.pa.us,"50 East Eagle Road , Havertown, PA 19083",Local,School District,Delaware,Haverford Twp,Haverford Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3286_Haverford_Township_School_District.pdf
3164,3287.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3287,Interboro School District,Delaware,Martin Heiskell,610-461-6700,martin.heiskell@interborosd.org,,http://www.interborosd.org/,"900 Washington Ave , Prospect Park, PA 19076",Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3287_Interboro_School_District.pdf
3165,3288.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3288,Marple Newtown School District,Delaware,Joseph Driscoll,610-359-4200,jdriscoll@mnsd.org,,http://www.mnsd.org,"38 Media Line Road , Newtown Square, PA 19073",Local,School District,Delaware,Newtown Twp,Marple Newtown School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3288_Marple_Newtown_School_District.pdf
3166,3289.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3289,Penn-Delco School District,Delaware,"George Steinhoff, Ed.D.",610-497-6300,rtk@pdsd.org,,http://www.pdsd.org,"2821 Concord Road , Aston, PA 19014",Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3289_Penn-Delco_School_District.pdf
3167,3290.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3290,Radnor Township School District,Delaware,Michelle A. Diekow,610-688-8100,michelle.diekow@rtsd.org,,http://www.rtsd.org,"135 S. Wayne Ave. , Wayne, PA 19087",Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3290_Radnor_Township_School_District.pdf
3168,3291.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3291,Ridley School District,Delaware,Charles Maiers,610-534-1900,cmaiers@ridleysd.org,,http://www.ridleysd.org,"901 Morton Ave Suite 100 , Folsom, PA 19033",Local,School District,Delaware,,Ridley,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3291_Ridley_School_District.pdf
3169,3292.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3292,Rose Tree Media School District,Delaware,Vanessa Scott,610-627-6040,openrecords@rtmsd.org,,http://www.rtmsd.org,"308 North Olive Street , Media, PA 19063",Local,School District,Delaware,Media Boro,Rose Tree Media School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3292_Rose_Tree_Media_School_District.pdf
3170,3293.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3293,Southeast Delco School District,Delaware,Vanessa Scott,610-522-4300,rtklrequest@sedelco.org,,http://www.sedelco.org/,"1560 Delmar Drive , Folcroft, PA 19032",Local,School District,Delaware,Folcroft Boro,Southeast Delco School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3293_Southeast_Delco_School_District.pdf
3171,3294.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3294,Springfield School District,Delaware,Dawn Ries,610-938-6118,dawn.ries@ssdcougars.org,,http://www.ssdcougars.org,"200 South Rolling Rd , Springfield, PA 19064",Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3294_Springfield_School_District.pdf
3172,3296.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3296,Upper Darby School District,Delaware,Craig J. Rogers,610-789-7200,cjrogers@upperdarbysd.org,rtkl@upperdarbysd.org,http://www.upperdarbysd.org,"4611 Bond Avenue , Drexel Hill, PA 19026",Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3296_Upper_Darby_School_District.pdf
3173,3297.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3297,Village Charter School of Chester-Upland,Delaware,,,,,,PA,Local,School District,Delaware,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3297_Village_Charter_School_of_Chester-Upland.pdf
3174,3298.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3298,Wallingford-Swarthmore School District,Delaware,Dr. Ethan Ake-Little,610-892-3470,RightToKnow@wssd.org,,http://www.wssd.org,"200 South Providence Road , Wallingford, PA 19086",Local,School District,Delaware,Nether Providence Twp,Wallingford-Swarthmore School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3298_Wallingford-Swarthmore_School_District.pdf
3175,3299.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3299,William Penn School District,Delaware,Robert W Kaufmann,610-284-8038,openrecords@wpsd.k12.pa.us,,http://www.williampennsd.org,"100 Green Avenue Annex , Lansdowne, PA 19050",Local,School District,Delaware,Lansdowne Boro,William Penn School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3299_William_Penn_School_District.pdf
3176,3300.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3300,Johnsonburg Area School District,Elk,Gail A Luhr,814-965-2536,gluhr@johnsonburgasd.net,,http://www.johnsonburgareaschooldistrict.net,"315 High School Road , Johnsonburg, PA 15845",Local,School District,Elk,Johnsonburg,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3300_Johnsonburg_Area_School_District.pdf
3177,3301.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3301,Ridgway Area School District,Elk,Heather McMahon-Vargas,814-773-3146,mcmahonhealther@ridwayedu.com,,http://www.rasd.us,"62 School Drive , PO Box 447 , Ridgway, PA 15853",Local,School District,Elk,Ridgway Boro,Ridgway Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3301_Ridgway_Area_School_District.pdf
3178,3302.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3302,St. Marys Area School District,Elk,Ginger Williams,814-781-2111,gwilliams@smasd.org,,http://www.SMASD.org,"977 South St. Marys Road , St. Marys, PA 15857",Local,School District,Elk,St. Marys City,St. Marys Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3302_St._Marys_Area_School_District.pdf
3180,3304.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3304,Corry Area School District,Erie,Sheri Yetzer,814-664-4677,openrecords@corrysd.net,,http://www.corrysd.net,"540 E. Pleasant Street , Corry, PA 16407",Local,School District,Erie,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3304_Corry_Area_School_District.pdf
3181,3305.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3305,Erie City School District,Erie,Teresa Szumigala,814-874-6015,tszumigala@eriesd.org,,http://www.eriesd.org,"148 West 21st Street , Erie, PA 16502",Local,School District,Erie,Erie City,Erie City School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3305_Erie_City_School_District.pdf
3183,3307.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3307,Fairview School District,Erie,,814-474-2600,kincadee@fairviewschools.org,,http://www.fairviewschools.org/,"7466 McCray Rd , Fairview, PA 16415",Local,School District,Erie,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3307_Fairview_School_District.pdf
3184,3308.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3308,Fort Leboeuf School District,Erie,Kimberly J. Heller,814-796-2638,hellerk@fortleboeuf.net,hellerk@fortleboeuf.net,http://www.fortleboeuf.net/,"P.O. Box 810 , 34 East 9th Street , Waterford, PA 16441",Local,School District,Erie,Waterford,Fort LeBoeuf School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3308_Fort_Leboeuf_School_District.pdf
3185,3309.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3309,General McLane School District,Erie,Sarah A. Grabski,814-273-1033,sarahgrabski@generalmclane.org,,http://www.generalmclane.org,"11771 Edinboro Road , Edinboro, PA 16412",Local,School District,Erie,Washington Township,General McLane School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3309_General_McLane_School_District.pdf
3186,3310.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3310,Girard School District,Erie,Donna Miller,814-774-5666,donna.miller@girardsd.org,openrecords@gsd.k12.pa.us,http://www.girardsd.org,"1203 Lake Street , Girard, PA 16417",Local,School District,Erie,Girard Boro,Girard School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3310_Girard_School_District.pdf
3187,3311.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3311,Harbor Creek School District,Erie,,814-897-2100,openrecords@hcsd.iu5.org,,http://www.hcsd.iu5.org,"6375 Buffalo Rd , Harborcreek, PA 16421",Local,School District,Erie,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3311_Harbor_Creek_School_District.pdf
3188,3312.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3312,Iroquois School District,Erie,,814-899-7643,smurray@iroquois.iu5.org,,http://www.iroquoissd.org,"800 Tyndall Avenue , Erie, PA 16511",Local,School District,Erie,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3312_Iroquois_School_District.pdf
3189,3313.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3313,Millcreek Township School District,Erie,Linda Sitter,814-835-5300,sitter@mtsd.org,,https://www.mtsd.org/community/public-information-requests,"3740 West 26th Street , Erie, PA 16506",Local,School District,Erie,Millcreek Twp,Millcreek Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3313_Millcreek_Township_School_District.pdf
3191,3315.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3315,North East School District,Erie,,814-725-8671,Jfox@nesd1.org,,http://www.nesd1.org,"50 E Division St , North East, PA 16428",Local,School District,Erie,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3315_North_East_School_District.pdf
3192,3316.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3316,Northwestern School District,Erie,Melanie A. Floyd,814-756-9400,mfloyd@nwsd.org,,http://www.nwsd.org,"100 Harthan Way , 100 Harthan Way , Albion, PA 16401",Local,School District,Erie,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3316_Northwestern_School_District.pdf
3194,3319.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3319,Union City Area School District,Erie,Lisa M. Rosenthal,814-438-3804,lrosenthal@ucasd.org,,http://www.ucasd.org,"107 Concord Street , Union City, PA 16438",Local,School District,Erie,Union City Boro,Union City Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3319_Union_City_Area_School_District.pdf
3195,3320.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3320,Wattsburg Area School District,Erie,Rebecca Kelley,814-824-3400,becca.kelley@wattsburg.org,,http://www.wattsburg.org,"10782 Wattsburg Rd. , Erie, PA 16509",Local,School District,Erie,Wattsburg Boro,Wattsburg Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3320_Wattsburg_Area_School_District.pdf
3196,3321.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3321,Albert Gallatin Area School District,Fayette,Sharon Berkshire,724-564-7190,sharon.berkshire@agasd.org,,http://www.agasd.org,"2625 Morgantown Road , Uniontown, PA 15401",Local,School District,Fayette,,Albert Gallatin Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3321_Albert_Gallatin_Area_School_District.pdf
3197,3322.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3322,Brownsville Area School District,Fayette,William Boucher,724-785-2021,wboucher@basd.org,,http://www.basd.org,"5 Falcon Drive , Brownsville, PA 15417",Local,School District,Fayette,Luzerne Twp,Brownsville Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3322_Brownsville_Area_School_District.pdf
3199,3324.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3324,Connellsville Area School District,Fayette,Cherie Routzahn,724-628-3300,croutzahn@casdfalcons.org,,http://www.casdfalcons.org/,"732 Rockridge Road , Connellsville, PA 15425",Local,School District,Fayette,Connellsville,Connellsville Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3324_Connellsville_Area_School_District.pdf
